"SETTLEMENT.DATE","CUSIP","SYMBOL","QUANTITY..FAILS.","DESCRIPTION","PRICE","GME Allocation"
20210218,"46436E775","STSB",63,"ISHARES TR FACTORS US SMALL BL","46.89","0.11%"
20210218,"46641Q290","BBSC",2011,"JP MORGAN EXC-TRD TR BETABUILD","66.00","0.15%"
20210218,"67092P607","NUSC",104955,"NUVEEN ESG SMALL-CAP ETF","42.89","0.30%"
20210218,"74347R842","UWM",28076,"PROSHARES ULTRA RUSSELL 2000","116.23","0.07%"
20210218,"74347X799","URTY",1164,"PROSHARES TRUST PROSHRS ULTRAP","115.05","0.05%"
20210218,"78464A128","VLU",1644,"SPDR S&P 1500 VALUE TILT ETF","132.63","0.04%"
20210218,"78464A300","SLYV",4,"SPDR S&P 600 SMALL CAP VALUE E","76.21","0.30%"
20210218,"78464A714","XRT",463,"SPDR SERIES TR SPDR S&P RETAIL","79.05","3.44%"
20210218,"78464A805","SPTM",489,"SPDR PORTFOLIO S&P 1500 COMPOS","48.65","0.01%"
20210218,"78464A813","SLY",1114,"SPDR S&P 600 SMALL CAP ETF","91.63","0.29%"
20210218,"78468R853","SPSM",445,"SPDR PORTFOLIO S&P 600 SMALL C","41.21","0.29%"
20210218,"808524607","SCHA",192,"SCHWAB STRATEGIC TR US SMALL-C","100.72","0.07%"
20210218,"808524771","FNDX",52657,"SCHWAB FUNDAMENTAL U S LARGE C","48.75","0.39%"
20210218,"87166N304","SSLY",209,"SYNTAX ETF TR STRATIFIED SMALL","50.54","0.11%"
20210218,"886364405","SFYF",2067,"TIDAL ETF TR SOFI 50 ETF","31.07","0.69%"
20210218,"921932794","VIOG",2165,"VANGUARD S&P SMALL CAP 600 GRO","226.61","1.78%"
20210218,"921932828","VIOO",5117,"VANGUARD S&P SMALL CAP 600 ETF","193.32","0.12%"
20210218,"92206C664","VTWO",59770,"VANGUARD RUSSELL 2000 ETF","181.02","0.04%"
20210218,"922908611","VBR",11,"VANGUARD SMALL-CAP VALUE ETF","157.41","0.31%"
20210218,"922908652","VXF",1087,"VANGUARD EXTENDED MARKET ETF","185.05","0.02%"
20210218,"922908769","VTI",539,"VANGUARD TOTAL STOCK MARKET ET","206.69","0.00%"
20210219,"132061201","SYLD",797,"CAMBRIA SHAREHOLDER YLD ETF","54.37","0.48%"
20210219,"30151E673","NVQ",115,"EXCHANGE LISTED FDS TR QRAFT A","29.68","0.25%"
20210219,"316092204","FDIS",3292,"FIDELITY COVINGTON TR MSCI CON","76.75","0.13%"
20210219,"33939L100","TILT",2,"FLEXSHARES TR","154.99","0.04%"
20210219,"35473P876","FLQS",44,"FRANKLIN TEMPLETON ETF TR LIBE","35.27","0.28%"
20210219,"36467W109","GME",16734,"GAMESTOP CORP (HLDG CO) CL A","40.69",NA
20210219,"381430602","GSSC",1,"GOLDMAN SACHS ETF TR ACTIVEBET","61.41","0.27%"
20210219,"46137V183","EWSC",3041,"INVESCO","74.84","0.54%"
20210219,"46138E180","PSCD",1219,"INVESCO S&P SMALLCAP CONSUMER ","98.09","1.92%"
20210219,"46138E453","PBSM",1474,"INVESCO ETF TR II PUREBETA MSC","37.23","0.07%"
20210219,"46138J593","OMFS",1114,"INVESCO EXCHANGE-TRADED SELF-I","38.77","0.15%"
20210219,"46138J734","IUSS",44,"INVESCO EXCH-TRADED SELF INDX ","33.25","1.25%"
20210219,"464287630","IWN",926,"ISHARES RUSSELL2000 VAL ETF","149.09","0.21%"
20210219,"464287655","IWM",276327,"ISHARES RUSSELL 2000 ETF","220.59","0.10%"
20210219,"464287804","IJR",664,"ISHARES CORE S&P SM CAP ETF","104.22","0.28%"
20210219,"464287879","IJS",11240,"ISHARES S&P SMALLCAP 600 VALUE","92.35","0.30%"
20210219,"464288869","IWC",117732,"RUSSELL MICRO CAP ETF","146.80","0.59%"
20210219,"46436E544","XJR",420,"ISHARES TRESG SCREENED S&P SMA","37.40","0.30%"
20210219,"46436E775","STSB",63,"ISHARES TR FACTORS US SMALL BL","46.36","0.11%"
20210219,"46641Q290","BBSC",1948,"JP MORGAN EXC-TRD TR BETABUILD","64.97","0.15%"
20210219,"67092P607","NUSC",124038,"NUVEEN ESG SMALL-CAP ETF","42.38","0.30%"
20210219,"74347R818","SAA",1007,"PROSHARES ULTRA SMALLCAP600","137.63","0.18%"
20210219,"74347X294","HDG",292,"PROSHARES TRUST - PROSHARES HE","52.19","0.03%"
20210219,"78464A128","VLU",1896,"SPDR S&P 1500 VALUE TILT ETF","131.48","0.04%"
20210219,"78464A300","SLYV",7725,"SPDR S&P 600 SMALL CAP VALUE E","75.25","0.30%"
20210219,"78464A714","XRT",12774,"SPDR SERIES TR SPDR S&P RETAIL","77.99","3.44%"
20210219,"78464A813","SLY",16345,"SPDR S&P 600 SMALL CAP ETF","90.25","0.29%"
20210219,"78468R705","MMTM",609,"SPDR SER TR S&P 1500 MOMENTUM ","167.70","0.02%"
20210219,"78468R853","SPSM",5612,"SPDR PORTFOLIO S&P 600 SMALL C","40.58","0.29%"
20210219,"808524102","SCHB",42,"SCHWAB STRATEGIC TR US BROAD M","96.04","0.01%"
20210219,"808524771","FNDX",66478,"SCHWAB FUNDAMENTAL U S LARGE C","48.34","0.39%"
20210219,"886364405","SFYF",602,"TIDAL ETF TR SOFI 50 ETF","30.54","0.69%"
20210219,"921932794","VIOG",2120,"VANGUARD S&P SMALL CAP 600 GRO","222.62","1.78%"
20210219,"921932828","VIOO",170,"VANGUARD S&P SMALL CAP 600 ETF","190.45","0.12%"
20210219,"92204A108","VCR",53,"VANGUARD CONSUMER DISCRETIONAR","296.00","1.16%"
20210219,"92206C599","VTHR",85,"VANGUARD RUSSELL 3000 ETF","183.54","0.00%"
20210219,"92206C649","VTWV",6837,"VANGUARD RUSSELL 2000 VALUE ET","130.60","0.09%"
20210219,"922908652","VXF",1900,"VANGUARD EXTENDED MARKET ETF","182.86","0.02%"
20210219,"922908751","VB",14795,"VANGUARD SMALL-CAP ETF","212.64","0.17%"
20210219,"922908769","VTI",65667,"VANGUARD TOTAL STOCK MARKET ET","205.50","0.00%"
20210222,"025072885","AVUS",13972,"AMERICAN CENTY ETF TR AVANTIS ","67.79","0.02%"
20210222,"132061201","SYLD",525,"CAMBRIA SHAREHOLDER YLD ETF","55.72","0.48%"
20210222,"30151E673","NVQ",61,"EXCHANGE LISTED FDS TR QRAFT A","30.05","0.25%"
20210222,"316092204","FDIS",1959,"FIDELITY COVINGTON TR MSCI CON","76.68","0.13%"
20210222,"33939L100","TILT",1,"FLEXSHARES TR","155.89","0.04%"
20210222,"36467W109","GME",1910,"GAMESTOP CORP (HLDG CO) CL A","40.59",NA
20210222,"46137V183","EWSC",896,"INVESCO","75.96","0.54%"
20210222,"46137V613","PRF",17,"INVESCO EXCHANGE-TRADED FD TR ","142.84","0.44%"
20210222,"46138E180","PSCD",803,"INVESCO S&P SMALLCAP CONSUMER ","100.09","1.92%"
20210222,"46138E453","PBSM",2871,"INVESCO ETF TR II PUREBETA MSC","37.85","0.07%"
20210222,"46138J593","OMFS",1246,"INVESCO EXCHANGE-TRADED SELF-I","39.56","0.15%"
20210222,"46138J734","IUSS",130,"INVESCO EXCH-TRADED SELF INDX ","33.88","1.25%"
20210222,"464287150","ITOT",2072,"ISHARES CORE S&P TOTAL U.S. ST","91.30","0.01%"
20210222,"464287630","IWN",427,"ISHARES RUSSELL2000 VAL ETF","152.19","0.21%"
20210222,"464287655","IWM",864417,"ISHARES RUSSELL 2000 ETF","225.19","0.10%"
20210222,"464287689","IWV",6636,"ISHARES RUSSELL 3000 ETF","236.12","0.01%"
20210222,"464287887","IJT",1,"ISHARES S&P SMALL CAP 600 GROW","131.00","0.26%"
20210222,"464288570","DSI",81,"ISHARES MSCI KLD 400 SOCIAL ET","75.17","0.02%"
20210222,"464288869","IWC",121962,"RUSSELL MICRO CAP ETF","150.78","0.59%"
20210222,"46435U663","ESML",37086,"ISHARES ESG AWARE MSCI USA SMA","38.50","0.18%"
20210222,"46436E544","XJR",430,"ISHARES TRESG SCREENED S&P SMA","38.01","0.30%"
20210222,"46436E775","STSB",63,"ISHARES TR FACTORS US SMALL BL","47.18","0.11%"
20210222,"46641Q290","BBSC",1948,"JP MORGAN EXC-TRD TR BETABUILD","66.13","0.15%"
20210222,"67092P607","NUSC",3023,"NUVEEN ESG SMALL-CAP ETF","43.01","0.30%"
20210222,"74347R818","SAA",657,"PROSHARES ULTRA SMALLCAP600","141.90","0.18%"
20210222,"74347R842","UWM",29945,"PROSHARES ULTRA RUSSELL 2000","117.24","0.07%"
20210222,"74347X294","HDG",7098,"PROSHARES TRUST - PROSHARES HE","52.45","0.03%"
20210222,"74347X799","URTY",5981,"PROSHARES TRUST PROSHRS ULTRAP","116.45","0.05%"
20210222,"78464A128","VLU",2085,"SPDR S&P 1500 VALUE TILT ETF","132.67","0.04%"
20210222,"78464A201","SLYG",2678,"SPDR S&P 600 SMALL CAP GROWTH ","87.73","0.26%"
20210222,"78464A300","SLYV",3258,"SPDR S&P 600 SMALL CAP VALUE E","76.57","0.30%"
20210222,"78464A805","SPTM",171,"SPDR PORTFOLIO S&P 1500 COMPOS","48.35","0.01%"
20210222,"78464A813","SLY",20261,"SPDR S&P 600 SMALL CAP ETF","91.72","0.29%"
20210222,"78468R705","MMTM",528,"SPDR SER TR S&P 1500 MOMENTUM ","167.31","0.02%"
20210222,"78468R853","SPSM",2644,"SPDR PORTFOLIO S&P 600 SMALL C","41.26","0.29%"
20210222,"808524102","SCHB",557,"SCHWAB STRATEGIC TR US BROAD M","96.18","0.01%"
20210222,"808524607","SCHA",410,"SCHWAB STRATEGIC TR US SMALL-C","101.19","0.07%"
20210222,"808524771","FNDX",96473,"SCHWAB FUNDAMENTAL U S LARGE C","48.73","0.39%"
20210222,"886364405","SFYF",555,"TIDAL ETF TR SOFI 50 ETF","30.66","0.69%"
20210222,"89349P305","DMRS",193,"TRANSAMERICA ETF TR DELTASHARE","55.81","0.17%"
20210222,"921932794","VIOG",1250,"VANGUARD S&P SMALL CAP 600 GRO","225.95","1.78%"
20210222,"921932828","VIOO",2068,"VANGUARD S&P SMALL CAP 600 ETF","193.58","0.12%"
20210222,"92206C649","VTWV",1999,"VANGUARD RUSSELL 2000 VALUE ET","133.26","0.09%"
20210222,"92206C664","VTWO",5608,"VANGUARD RUSSELL 2000 ETF","181.64","0.04%"
20210222,"922908611","VBR",1942,"VANGUARD SMALL-CAP VALUE ETF","158.56","0.31%"
20210223,"025072885","AVUS",33714,"AMERICAN CENTY ETF TR AVANTIS ","67.47","0.02%"
20210223,"132061201","SYLD",522,"CAMBRIA SHAREHOLDER YLD ETF","56.58","0.48%"
20210223,"25460G815","RETL",623,"DIREXION DAILY RETAIL BULL 3X ","143.38","2.87%"
20210223,"30151E673","NVQ",27,"EXCHANGE LISTED FDS TR QRAFT A","29.77","0.25%"
20210223,"33939L100","TILT",1529,"FLEXSHARES TR","155.38","0.04%"
20210223,"35473P876","FLQS",76,"FRANKLIN TEMPLETON ETF TR LIBE","35.71","0.28%"
20210223,"36467W109","GME",14856,"GAMESTOP CORP (HLDG CO) CL A","46.00",NA
20210223,"46137V183","EWSC",1337,"INVESCO","76.82","0.54%"
20210223,"46137V613","PRF",2778,"INVESCO EXCHANGE-TRADED FD TR ","143.30","0.44%"
20210223,"46138E180","PSCD",528,"INVESCO S&P SMALLCAP CONSUMER ","101.84","1.92%"
20210223,"46138E453","PBSM",3376,"INVESCO ETF TR II PUREBETA MSC","37.62","0.07%"
20210223,"46138J593","OMFS",178,"INVESCO EXCHANGE-TRADED SELF-I","39.30","0.15%"
20210223,"464287150","ITOT",5,"ISHARES CORE S&P TOTAL U.S. ST","90.45","0.01%"
20210223,"464287655","IWM",824631,"ISHARES RUSSELL 2000 ETF","223.73","0.10%"
20210223,"464287804","IJR",74,"ISHARES CORE S&P SM CAP ETF","106.63","0.28%"
20210223,"464288570","DSI",8,"ISHARES MSCI KLD 400 SOCIAL ET","74.57","0.02%"
20210223,"464288869","IWC",27999,"RUSSELL MICRO CAP ETF","149.18","0.59%"
20210223,"46435U663","ESML",59220,"ISHARES ESG AWARE MSCI USA SMA","38.37","0.18%"
20210223,"46436E544","XJR",401,"ISHARES TRESG SCREENED S&P SMA","38.27","0.30%"
20210223,"46641Q290","BBSC",10,"JP MORGAN EXC-TRD TR BETABUILD","65.67","0.15%"
20210223,"74347R818","SAA",795,"PROSHARES ULTRA SMALLCAP600","143.67","0.18%"
20210223,"74347R842","UWM",138,"PROSHARES ULTRA RUSSELL 2000","115.81","0.07%"
20210223,"74347X294","HDG",7561,"PROSHARES TRUST - PROSHARES HE","52.32","0.03%"
20210223,"78464A128","VLU",1607,"SPDR S&P 1500 VALUE TILT ETF","133.58","0.04%"
20210223,"78464A201","SLYG",55,"SPDR S&P 600 SMALL CAP GROWTH ","87.15","0.26%"
20210223,"78464A300","SLYV",3495,"SPDR S&P 600 SMALL CAP VALUE E","78.06","0.30%"
20210223,"78464A714","XRT",29834,"SPDR SERIES TR SPDR S&P RETAIL","79.22","3.44%"
20210223,"78464A813","SLY",23180,"SPDR S&P 600 SMALL CAP ETF","92.23","0.29%"
20210223,"78468R705","MMTM",475,"SPDR SER TR S&P 1500 MOMENTUM ","164.76","0.02%"
20210223,"78468R853","SPSM",2283,"SPDR PORTFOLIO S&P 600 SMALL C","41.52","0.29%"
20210223,"808524607","SCHA",551,"SCHWAB STRATEGIC TR US SMALL-C","100.66","0.07%"
20210223,"808524771","FNDX",59203,"SCHWAB FUNDAMENTAL U S LARGE C","48.92","0.39%"
20210223,"886364405","SFYF",607,"TIDAL ETF TR SOFI 50 ETF","30.10","0.69%"
20210223,"89349P305","DMRS",193,"TRANSAMERICA ETF TR DELTASHARE","55.88","0.17%"
20210223,"921932794","VIOG",1,"VANGUARD S&P SMALL CAP 600 GRO","224.13","1.78%"
20210223,"921932828","VIOO",2,"VANGUARD S&P SMALL CAP 600 ETF","194.80","0.12%"
20210223,"92206C649","VTWV",4469,"VANGUARD RUSSELL 2000 VALUE ET","134.85","0.09%"
20210223,"92206C664","VTWO",24723,"VANGUARD RUSSELL 2000 ETF","180.69","0.04%"
20210223,"922908611","VBR",672,"VANGUARD SMALL-CAP VALUE ETF","159.64","0.31%"
20210223,"922908652","VXF",13,"VANGUARD EXTENDED MARKET ETF","182.92","0.02%"
20210223,"922908769","VTI",7531,"VANGUARD TOTAL STOCK MARKET ET","204.01","0.00%"
20210224,"25460G815","RETL",84,"DIREXION DAILY RETAIL BULL 3X ","137.08","2.87%"
20210224,"30151E673","NVQ",64,"EXCHANGE LISTED FDS TR QRAFT A","29.53","0.25%"
20210224,"316092204","FDIS",6104,"FIDELITY COVINGTON TR MSCI CON","74.92","0.13%"
20210224,"33939L100","TILT",164,"FLEXSHARES TR","155.60","0.04%"
20210224,"35473P876","FLQS",78,"FRANKLIN TEMPLETON ETF TR LIBE","35.47","0.28%"
20210224,"36467W109","GME",173307,"GAMESTOP CORP (HLDG CO) CL A","44.97",NA
20210224,"381430602","GSSC",1,"GOLDMAN SACHS ETF TR ACTIVEBET","61.73","0.27%"
20210224,"46137V183","EWSC",749,"INVESCO","76.40","0.54%"
20210224,"46137V480","XSVM",8961,"INVESCO S&P SMALLCAP VALUE WIT","41.83","2.45%"
20210224,"46138E180","PSCD",436,"INVESCO S&P SMALLCAP CONSUMER ","101.03","1.92%"
20210224,"46138E453","PBSM",3331,"INVESCO ETF TR II PUREBETA MSC","37.52","0.07%"
20210224,"46138G664","RWJ",11583,"INVESCO EXCHANGE-TRADED FD TR ","100.18","2.11%"
20210224,"46138J593","OMFS",2250,"INVESCO EXCHANGE-TRADED SELF-I","38.77","0.15%"
20210224,"464287150","ITOT",533,"ISHARES CORE S&P TOTAL U.S. ST","90.37","0.01%"
20210224,"464287630","IWN",136,"ISHARES RUSSELL2000 VAL ETF","153.49","0.21%"
20210224,"464287655","IWM",8735,"ISHARES RUSSELL 2000 ETF","221.76","0.10%"
20210224,"464287689","IWV",25,"ISHARES RUSSELL 3000 ETF","233.92","0.01%"
20210224,"464287804","IJR",829,"ISHARES CORE S&P SM CAP ETF","106.03","0.28%"
20210224,"464287879","IJS",76,"ISHARES S&P SMALLCAP 600 VALUE","96.04","0.30%"
20210224,"464287887","IJT",458,"ISHARES S&P SMALL CAP 600 GROW","128.22","0.26%"
20210224,"464288570","DSI",53,"ISHARES MSCI KLD 400 SOCIAL ET","74.61","0.02%"
20210224,"464288869","IWC",8580,"RUSSELL MICRO CAP ETF","145.52","0.59%"
20210224,"46435U663","ESML",75474,"ISHARES ESG AWARE MSCI USA SMA","38.27","0.18%"
20210224,"46436E544","XJR",429,"ISHARES TRESG SCREENED S&P SMA","38.04","0.30%"
20210224,"46436E775","STSB",10,"ISHARES TR FACTORS US SMALL BL","46.56","0.11%"
20210224,"46641Q290","BBSC",11,"JP MORGAN EXC-TRD TR BETABUILD","65.10","0.15%"
20210224,"74347R818","SAA",701,"PROSHARES ULTRA SMALLCAP600","142.28","0.18%"
20210224,"74347R842","UWM",30618,"PROSHARES ULTRA RUSSELL 2000","113.73","0.07%"
20210224,"74347X294","HDG",6976,"PROSHARES TRUST - PROSHARES HE","52.30","0.03%"
20210224,"74347X799","URTY",636,"PROSHARES TRUST PROSHRS ULTRAP","111.18","0.05%"
20210224,"78464A128","VLU",1079,"SPDR S&P 1500 VALUE TILT ETF","134.03","0.04%"
20210224,"78464A201","SLYG",2149,"SPDR S&P 600 SMALL CAP GROWTH ","85.83","0.26%"
20210224,"78464A300","SLYV",2860,"SPDR S&P 600 SMALL CAP VALUE E","78.21","0.30%"
20210224,"78464A714","XRT",116334,"SPDR SERIES TR SPDR S&P RETAIL","78.00","3.44%"
20210224,"78464A805","SPTM",616,"SPDR PORTFOLIO S&P 1500 COMPOS","48.07","0.01%"
20210224,"78464A813","SLY",42388,"SPDR S&P 600 SMALL CAP ETF","91.77","0.29%"
20210224,"78468R705","MMTM",429,"SPDR SER TR S&P 1500 MOMENTUM ","164.53","0.02%"
20210224,"78468R853","SPSM",307,"SPDR PORTFOLIO S&P 600 SMALL C","41.26","0.29%"
20210224,"808524102","SCHB",558,"SCHWAB STRATEGIC TR US BROAD M","95.35","0.01%"
20210224,"808524607","SCHA",45,"SCHWAB STRATEGIC TR US SMALL-C","100.03","0.07%"
20210224,"808524771","FNDX",16807,"SCHWAB FUNDAMENTAL U S LARGE C","49.02","0.39%"
20210224,"87166N304","SSLY",99,"SYNTAX ETF TR STRATIFIED SMALL","50.33","0.11%"
20210224,"886364405","SFYF",120,"TIDAL ETF TR SOFI 50 ETF","29.89","0.69%"
20210224,"89349P305","DMRS",193,"TRANSAMERICA ETF TR DELTASHARE","55.81","0.17%"
20210224,"921932778","VIOV",2598,"VANGUARD S&P SMALL CAP 600 VAL","166.17","0.12%"
20210224,"921932828","VIOO",284,"VANGUARD S&P SMALL CAP 600 ETF","193.71","0.12%"
20210224,"92206C599","VTHR",275,"VANGUARD RUSSELL 3000 ETF","182.08","0.00%"
20210224,"92206C649","VTWV",16333,"VANGUARD RUSSELL 2000 VALUE ET","134.52","0.09%"
20210224,"92206C664","VTWO",701,"VANGUARD RUSSELL 2000 ETF","179.12","0.04%"
20210224,"922908611","VBR",2,"VANGUARD SMALL-CAP VALUE ETF","159.93","0.31%"
20210224,"922908652","VXF",413,"VANGUARD EXTENDED MARKET ETF","181.53","0.02%"
20210224,"922908751","VB",1106,"VANGUARD SMALL-CAP ETF","213.91","0.17%"
20210224,"922908769","VTI",23,"VANGUARD TOTAL STOCK MARKET ET","203.98","0.00%"
20210225,"132061201","SYLD",4,"CAMBRIA SHAREHOLDER YLD ETF","58.23","0.48%"
20210225,"25460G815","RETL",59,"DIREXION DAILY RETAIL BULL 3X ","158.57","2.87%"
20210225,"26924G706","GAMR",167,"ETF MANAGERS TR WEDBUSH ETFMG ","89.56","4.87%"
20210225,"30151E673","NVQ",6,"EXCHANGE LISTED FDS TR QRAFT A","30.28","0.25%"
20210225,"316092204","FDIS",15025,"FIDELITY COVINGTON TR MSCI CON","75.71","0.13%"
20210225,"33939L100","TILT",4352,"FLEXSHARES TR","157.88","0.04%"
20210225,"35473P876","FLQS",77,"FRANKLIN TEMPLETON ETF TR LIBE","36.25","0.28%"
20210225,"36467W109","GME",29072,"GAMESTOP CORP (HLDG CO) CL A","91.71",NA
20210225,"381430602","GSSC",99,"GOLDMAN SACHS ETF TR ACTIVEBET","63.30","0.27%"
20210225,"46137V183","EWSC",390,"INVESCO","78.87","0.54%"
20210225,"46137V480","XSVM",14427,"INVESCO S&P SMALLCAP VALUE WIT","43.87","2.45%"
20210225,"46137V613","PRF",137,"INVESCO EXCHANGE-TRADED FD TR ","146.56","0.44%"
20210225,"46138E180","PSCD",844,"INVESCO S&P SMALLCAP CONSUMER ","105.10","1.92%"
20210225,"46138E453","PBSM",3411,"INVESCO ETF TR II PUREBETA MSC","38.42","0.07%"
20210225,"46138G664","RWJ",11766,"INVESCO EXCHANGE-TRADED FD TR ","104.96","2.11%"
20210225,"46138J593","OMFS",3161,"INVESCO EXCHANGE-TRADED SELF-I","39.71","0.15%"
20210225,"464287630","IWN",47378,"ISHARES RUSSELL2000 VAL ETF","157.68","0.21%"
20210225,"464287804","IJR",165,"ISHARES CORE S&P SM CAP ETF","108.96","0.28%"
20210225,"464287879","IJS",53291,"ISHARES S&P SMALLCAP 600 VALUE","98.89","0.30%"
20210225,"464288570","DSI",725,"ISHARES MSCI KLD 400 SOCIAL ET","75.61","0.02%"
20210225,"464288869","IWC",1944,"RUSSELL MICRO CAP ETF","149.88","0.59%"
20210225,"46435U663","ESML",86418,"ISHARES ESG AWARE MSCI USA SMA","39.16","0.18%"
20210225,"46436E544","XJR",231,"ISHARES TRESG SCREENED S&P SMA","39.05","0.30%"
20210225,"46436E775","STSB",10,"ISHARES TR FACTORS US SMALL BL","47.63","0.11%"
20210225,"46641Q290","BBSC",55,"JP MORGAN EXC-TRD TR BETABUILD","66.51","0.15%"
20210225,"67092P607","NUSC",1651,"NUVEEN ESG SMALL-CAP ETF","43.73","0.30%"
20210225,"74347R818","SAA",1391,"PROSHARES ULTRA SMALLCAP600","150.33","0.18%"
20210225,"74347R842","UWM",226,"PROSHARES ULTRA RUSSELL 2000","119.16","0.07%"
20210225,"74347X294","HDG",291,"PROSHARES TRUST - PROSHARES HE","52.45","0.03%"
20210225,"78464A128","VLU",2370,"SPDR S&P 1500 VALUE TILT ETF","136.77","0.04%"
20210225,"78464A714","XRT",22765,"SPDR SERIES TR SPDR S&P RETAIL","82.13","3.44%"
20210225,"78464A813","SLY",568,"SPDR S&P 600 SMALL CAP ETF","94.34","0.29%"
20210225,"78468R853","SPSM",2961,"SPDR PORTFOLIO S&P 600 SMALL C","42.41","0.29%"
20210225,"808524607","SCHA",260,"SCHWAB STRATEGIC TR US SMALL-C","102.09","0.07%"
20210225,"808524771","FNDX",21800,"SCHWAB FUNDAMENTAL U S LARGE C","50.02","0.39%"
20210225,"87166N304","SSLY",102,"SYNTAX ETF TR STRATIFIED SMALL","51.54","0.11%"
20210225,"886364405","SFYF",730,"TIDAL ETF TR SOFI 50 ETF","30.73","0.69%"
20210225,"89349P305","DMRS",193,"TRANSAMERICA ETF TR DELTASHARE","56.31","0.17%"
20210225,"92206C599","VTHR",166,"VANGUARD RUSSELL 3000 ETF","184.17","0.00%"
20210225,"92206C649","VTWV",37280,"VANGUARD RUSSELL 2000 VALUE ET","138.16","0.09%"
20210225,"922908611","VBR",31,"VANGUARD SMALL-CAP VALUE ETF","163.24","0.31%"
20210225,"922908652","VXF",24455,"VANGUARD EXTENDED MARKET ETF","183.90","0.02%"
20210225,"922908751","VB",405,"VANGUARD SMALL-CAP ETF","218.14","0.17%"
20210225,"922908769","VTI",86427,"VANGUARD TOTAL STOCK MARKET ET","206.27","0.00%"
20210226,"025072885","AVUS",964,"AMERICAN CENTY ETF TR AVANTIS ","66.63","0.02%"
20210226,"132061201","SYLD",4,"CAMBRIA SHAREHOLDER YLD ETF","57.82","0.48%"
20210226,"25460G815","RETL",3092,"DIREXION DAILY RETAIL BULL 3X ","143.92","2.87%"
20210226,"26924G706","GAMR",1824,"ETF MANAGERS TR WEDBUSH ETFMG ","89.23","4.87%"
20210226,"30151E673","NVQ",33,"EXCHANGE LISTED FDS TR QRAFT A","29.34","0.25%"
20210226,"316092204","FDIS",15407,"FIDELITY COVINGTON TR MSCI CON","73.00","0.13%"
20210226,"35473P876","FLQS",385,"FRANKLIN TEMPLETON ETF TR LIBE","35.32","0.28%"
20210226,"36467W109","GME",298018,"GAMESTOP CORP (HLDG CO) CL A","108.73",NA
20210226,"46137V183","EWSC",622,"INVESCO","76.78","0.54%"
20210226,"46137V480","XSVM",19030,"INVESCO S&P SMALLCAP VALUE WIT","43.06","2.45%"
20210226,"46137V613","PRF",1309,"INVESCO EXCHANGE-TRADED FD TR ","143.46","0.44%"
20210226,"46138E180","PSCD",2477,"INVESCO S&P SMALLCAP CONSUMER ","102.07","1.92%"
20210226,"46138E453","PBSM",3552,"INVESCO ETF TR II PUREBETA MSC","37.19","0.07%"
20210226,"46138G664","RWJ",27434,"INVESCO EXCHANGE-TRADED FD TR ","102.23","2.11%"
20210226,"46138J593","OMFS",8049,"INVESCO EXCHANGE-TRADED SELF-I","38.28","0.15%"
20210226,"46138J734","IUSS",91,"INVESCO EXCH-TRADED SELF INDX ","34.30","1.25%"
20210226,"464287150","ITOT",19744,"ISHARES CORE S&P TOTAL U.S. ST","89.03","0.01%"
20210226,"464287630","IWN",972,"ISHARES RUSSELL2000 VAL ETF","152.61","0.21%"
20210226,"464287655","IWM",143219,"ISHARES RUSSELL 2000 ETF","218.61","0.10%"
20210226,"464287804","IJR",8,"ISHARES CORE S&P SM CAP ETF","105.59","0.28%"
20210226,"464287887","IJT",177,"ISHARES S&P SMALL CAP 600 GROW","126.93","0.26%"
20210226,"464288570","DSI",44433,"ISHARES MSCI KLD 400 SOCIAL ET","73.64","0.02%"
20210226,"464288869","IWC",20404,"RUSSELL MICRO CAP ETF","144.76","0.59%"
20210226,"46435U663","ESML",202044,"ISHARES ESG AWARE MSCI USA SMA","37.84","0.18%"
20210226,"46436E544","XJR",273,"ISHARES TRESG SCREENED S&P SMA","37.89","0.30%"
20210226,"46436E775","STSB",10,"ISHARES TR FACTORS US SMALL BL","46.14","0.11%"
20210226,"46641Q290","BBSC",55,"JP MORGAN EXC-TRD TR BETABUILD","64.17","0.15%"
20210226,"74347R818","SAA",4933,"PROSHARES ULTRA SMALLCAP600","141.26","0.18%"
20210226,"74347R842","UWM",19189,"PROSHARES ULTRA RUSSELL 2000","110.14","0.07%"
20210226,"74347X294","HDG",791,"PROSHARES TRUST - PROSHARES HE","51.90","0.03%"
20210226,"74347X799","URTY",438,"PROSHARES TRUST PROSHRS ULTRAP","105.72","0.05%"
20210226,"78464A128","VLU",7004,"SPDR S&P 1500 VALUE TILT ETF","133.33","0.04%"
20210226,"78464A201","SLYG",18,"SPDR S&P 600 SMALL CAP GROWTH ","84.97","0.26%"
20210226,"78464A300","SLYV",12952,"SPDR S&P 600 SMALL CAP VALUE E","78.58","0.30%"
20210226,"78464A714","XRT",36065,"SPDR SERIES TR SPDR S&P RETAIL","79.61","3.44%"
20210226,"78464A805","SPTM",138,"SPDR PORTFOLIO S&P 1500 COMPOS","47.47","0.01%"
20210226,"78464A813","SLY",7012,"SPDR S&P 600 SMALL CAP ETF","91.49","0.29%"
20210226,"78468R705","MMTM",5,"SPDR SER TR S&P 1500 MOMENTUM ","161.52","0.02%"
20210226,"808524102","SCHB",557,"SCHWAB STRATEGIC TR US BROAD M","93.85","0.01%"
20210226,"808524607","SCHA",180,"SCHWAB STRATEGIC TR US SMALL-C","98.45","0.07%"
